"expediente","producto","titular","registrosanitario","fechaexpedicion","fechavencimiento","estadoregistro","expedientecum","consecutivocum","cantidadcum","descripcioncomercial","estadocum","fechaactivo","fechainactivo","muestramedica","unidad","atc","descripcionatc","viaadministracion","concentracion","principioactivo","unidadmedida","cantidad","unidadreferencia","formafarmaceutica","nombrerol","tiporol","modalidad","ium"
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","13","48","CAJA PLEGADIZA POR 48 TABLETAS QUE CONTIENE 24 BLÍSTER EN PVC-ALUMINIO POR 2 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","250","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","9","50","PRESENTACION COMERCIAL: PLEGADIZA POR 50 CÁPSULAS (10 BLISTER POR 5 CÁPSULAS CADA UNO) MATERIAL DE ENVASE (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CETIRIZINA CLORHIDRATO","mg","5","CAPSULA","CAPSULA DURA","FABRIFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20088116","X RAY DOL®","GENOMMA LAB COLOMBIA LTDA.","INVIMA 2021M-0016526-R1","2015 Nov 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20088116","33","36","CAJA PLEGADIZA POR 36 TABLETAS QUE CONTIENE 9 BLÍSTER EN PVC -ALUMINIO POR 4 TABLETAS","Activo","08/22/2022",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","NAPROXENO SODICO EQUIVALENTE A NAPROXENO","mg","220","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","2","50","CAJA POR 50SIN DATOCAPSULAS EN 5 BLISTERS PVC / ALUMINIO.","Activo","09/23/2009","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","CAPSULA","CAPSULA DURA","FABRIFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","24","30","CAJA POR 30 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO","Activo","06/23/2010",,"No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","13","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 0.62M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXISALUD S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19917302","FLAGYL® 500 MG TABLETAS RECUBIERTAS.","LABORATORIOS BUSSIE S.A","INVIMA 2021M-0000146-R3","2001 May 10 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19917302","8","4","MUESTRA MÉDICA CAJA POR 4 TABLETAS RECUBIERTASSIN DATOEN BLISTER PVC/ALU.","Activo","10/16/2009",,"Si","U","P01AB01","METRONIDAZOL","ORAL","A","METRONIDAZOL","mg","500","TABLETA","TABLETA RECUBIERTA","SANOFI-AVENTIS DE MEXICO S.A. DE C.V.","FABRICANTE","IMPORTAR Y VENDER",
"32392","HIDROXIDO DE ALUMINIO – GEL CARBONATO DE MAGNESIO. HIDRÓXIDO DE MAGNESIO. SIMETICONA","MOMENTA FARMACEUTICA S.A.S.","INVIMA 2009 M-001608-R3","1999 Mar 02 12:00:00 AM","2019 Mar 03 12:00:00 AM","En tramite renov","32392","1","10","CAJA PLEGADIZA EN CARTULINA BLANCA IMPRESA X 1 BLISTER 10 TABLETAS P.V.C.TRASPARENTE BLANCO. FOIL DE ALUMINIO.","Activo","11/10/2006","02/27/2024","No","U","A02AF02","COMBINACIONES DE SALES Y ANTIFLATULENTOS","ORAL","A","HIDROXIDO DE ALUMINIO - GEL CARBONATO DE MAGNESIO","mg","282","TABLETA MASTICABLE","TABLETA MASTICABLE","EUROFARMA COLOMBIA S.A.S","FABRICANTE","FABRICAR Y VENDER",
"19953705","GASTRIDE® TABLETAS","LABORATORIOS LEGRAND S.A.","INVIMA 2021M-0004666-R2","2005 Aug 10 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19953705","12","20","CAJA POR 20 TABLETAS EN BLISTER PVC/PVDC TRANSPARENTE / ALUMINIO. USO INSTITUCIONAL.","Inactivo","02/09/2016",,"No","U","A03FA99","MOSAPRIDA","ORAL","A","MOSAPRIDA CITRATO DIHIDRATO EQUIVALENTE A MOSAPRIDA BASE 5 MG","mg","5","TABLETA","TABLETA","LABORATORIOS LEGRAND S.A.","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","11","7","CAJA X 7 CÁPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 7 CÁPSULAS C/U.","Activo","09/14/2011","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"19953870","OFTAFLOX® GOTAS.","MEGALABS COLOMBIA S.A.S","INVIMA 2021M-0004769-R2","2005 Sep 14 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19953870","3","5","MUESTRA MEDICA: PLEGABLE EN CARTULINA CON UN FRASCO GOTERO PLÁSTICO EN PEBD POR 5ML DE COLOR NATURAL. TAPA DE POLIPROPILENO Y SUBTAPA","Activo","05/30/2020",,"Si","ml","S01AA20","ANTIBIOTICOS EN COMBINACION CON OTROS F RMACOS","OFTÁLMICA","C","NEOMICINASULFATO EQUIVALENTEA NEOMICINA 3.5 MG","mg","3,5","ML DE SUSPENSIÓN.","SUSPENSION OFTALMICA","LABORATORIOS OTICOFF","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","2","50","CAJA POR 50SIN DATOCAPSULAS EN 5 BLISTERS PVC / ALUMINIO.","Activo","09/23/2009","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CETIRIZINA CLORHIDRATO","mg","5","CAPSULA","CAPSULA DURA","FABRIFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","9","50","PRESENTACION COMERCIAL: PLEGADIZA POR 50 CÁPSULAS (10 BLISTER POR 5 CÁPSULAS CADA UNO) MATERIAL DE ENVASE (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","8","16","PRESENTACION COMERCIAL: PLEGADIZA POR 16 CÁPSULAS (4 BLISTER POR 4 CÁPSULAS CADA UNO) MATERIAL DE ENVASE (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINA ANHIDRA","mg","30","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20090034","NAPROXENO 250 MG","LABORATORIOS BEST S.A.","INVIMA 2021M-0016595-R1","2015 Nov 19 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20090034","7","250","PRESENTACIÓN INSTITUCIONAL: CAJA X 250 TABLETAS RECUBIERTAS EN 25 BLISTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS CADA UNO","Inactivo","07/03/2015",,"No","U","M01AE02","NAPROXENO","ORAL","A","NAPROXENO","mg","250","TABLETA","TABLETA RECUBIERTA","BLISTECO S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19955897","MELOXICAM7.5 MG","COLMED LTDA","INVIMA 2021M-0004916-R2","2005 Oct 25 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19955897","1","10","CAJA PLEGADIZA CON 1 BLISTER PVDC /ALUMINIO POR 10 TABLETAS.","Activo","11/10/2006",,"No","U","M01AC06","MELOXICAM","ORAL","A","MELOXICAM","mg","7,5","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19943882","RETROMICINA ® LOCION","PHARMADERM S.A.","INVIMA 2021M-0003925-R2","2004 Nov 17 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19943882","1","1","CAJA PLEGADIZA CON FRASCO GOTERO PEAD 60% Y PEBD 40% PORSIN DATO10 ML","Activo","11/10/2006",,"No","U","D10AF52","ERITROMICINA COMBINACIONES","TOPICA (EXTERNA)","B","ERITROMICINA BASE","g","4","100 ML","LOCION","SEVERIANO FERNÁNDEZ M & CIA. LTDA","FABRICANTE","FABRICAR Y VENDER",
"20025076","VALNOC® 2 MG TABLETAS RECUBIERTAS","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","INVIMA 2021M-0012217-R2","2011 May 26 12:00:00 AM","1900 Jan 01 12:00:00 AM","En tramite renov","20025076","4","30","CAJA PLEGADIZA POR 30 TABLETAS EN BLISTER ACLAR TRANSPARENTE/ALUMINIO","Activo","11/17/2010",,"No","U","N05CF04","ESZOPICLONA","ORAL","A","ESZOPICLONA","mg","2","TABLETA RECUBIERTA","TABLETA RECUBIERTA","LABORATORIOS SYNTHESIS S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20047996","IPCA PANTODEX DR - 40","IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA","INVIMA 2020M-0015437 R1","2014 Nov 21 12:00:00 AM","2019 Dec 16 12:00:00 AM","En tramite renov","20047996","8","14","CAJA POR 14 TABLETAS EN BLISTER ALU-ALU POR 14 TABLETAS","Activo","10/02/2014",,"No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP","mg","40","CADA TABLETA DE LIBERACION RETARDADA","TABLETA DE LIBERACION RETARDADA","IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA","IMPORTADOR","IMPORTAR Y VENDER",
"19948264","OMEPRAZOL 10 MG","COLMED LTDA","INVIMA 2021M-0004097-R2","2005 Jan 24 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19948264","10","20","CAJA POR 20 CAPSULAS EN BLISTER ALUMINIO / ALUMINIO EN SOBRE POUCH.","Activo","11/10/2006","04/01/2021","No","U","A02BC01","OMEPRAZOL","ORAL","A","OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL","mg","10","CAPSULA","CAPSULA DURA","NOSCH LABS PRIVATE LIMITED","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"27076","MICROGYNON 30","ADIUM SAS","INVIMA 2021M-000145-R5","1999 Jan 01 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","27076","4","1050","CAJA POR 50 BLÍSTER PVC TRANSPARENTE/ ALUMINIO POR 21 TABLETAS RECUBIERTAS CADA UNO.","Activo","10/22/2021",,"No","U","G03FA11","LEVONORGESTREL Y ESTROGENO","ORAL","A","ETINILESTRADIOL","mg","0,03","GRAGEA.","TABLETA CUBIERTA (GRAGEA)","BAYER S.A.","IMPORTADOR","IMPORTAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","12","1","OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 0.5M3","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXISALUD S.A.S.","FABRICANTE","FABRICAR Y VENDER","1O1060121000103"
"20025076","VALNOC® 2 MG TABLETAS RECUBIERTAS","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","INVIMA 2021M-0012217-R2","2011 May 26 12:00:00 AM","1900 Jan 01 12:00:00 AM","En tramite renov","20025076","15","70","CAJA PLEGADIZA POR 70 TABLETAS EN BLISTER ACLAR TRANSPARENTE/ALUMINIO","Activo","06/28/2013",,"No","U","N05CF04","ESZOPICLONA","ORAL","A","ESZOPICLONA","mg","2","TABLETA RECUBIERTA","TABLETA RECUBIERTA","LABORATORIOS SYNTHESIS S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","6","21","CAJA XSIN DATO21 CÁPSULAS EN BLISTER ALUMINIO/PVC PORSIN DATO7 CÁPSULAS C/U.","Activo","09/14/2011","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","IMPORTADOR","IMPORTAR. SEMIELABORAR Y VENDER",
"20070750","AVANTIUM 30MG TABLETAS","NEVOX FARMA S.A.S.","INVIMA 2020M-0015485-R1","2014 Dec 01 12:00:00 AM","2019 Dec 23 12:00:00 AM","En tramite renov","20070750","14","6","MUESTRA MEDICA: BLISTER PVC/PVDC/ALUM TRANSPARENTESIN DATOPORSIN DATO6 TABLETAS.","Activo","11/21/2014",,"Si","U","H02AB13","DEFLAZACORT","ORAL","A","DEFLAZACORT","mg","30","TABLETA","TABLETA","LABORATORIOS LEGRAND S.A.","FABRICANTE","FABRICAR Y VENDER",
"20084425","BIO-GLICOL ®","BIOFLUIDOS & FARMA S.A.S.","INVIMA 2021M-0016203-R1","2015 Aug 31 12:00:00 AM","2021 Jul 01 12:00:00 AM","En tramite renov","20084425","1","2","CAJA POR 2 SOBRES DE ALUMINIO/POLIETILENO POR 69 G.","Activo","04/09/2015","07/01/2021","No","U","A06AD65","MACROGOL COMBINACIONES","ORAL","A","CLORURO DE SODIO","g","1,465","SIN DATO","POLVO PARA RECONSTITUIR A SOLUCION ORAL","QUIBI S.A. EN REESTRUCTURACION","FABRICANTE","FABRICAR Y VENDER",
"19949514","TRIFAMOX IBL DUO® SUSPENSIÓN","LABORATORIOS BAGO DE COLOMBIA S.A.S.","INVIMA 2021M-0004127-R2","2005 Feb 03 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19949514","5","1","CAJA CON FRASCO EN PEAD PARA RECONSTITUIR A 90 ML DE SUSPENSION + JERINGA DOSIFICADORA","Inactivo","11/10/2006","09/24/2015","No","U","J01CR02","AMOXICILINA Y BETA-LACTAMASA INHIBIDOR","ORAL","E","SULBACTAM PIVOXIL","g","5","50 G DE POLVO PARA RECONSTITUIR A 100ML DE SUSPENSIÓN ORAL","POLVO PARA RECONSTITUIR A SUSPENSION ORAL","SYNTOFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19955897","MELOXICAM7.5 MG","COLMED LTDA","INVIMA 2021M-0004916-R2","2005 Oct 25 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19955897","3","50","CAJA PLEGADIZA CON 5 BLISTER PVDC /ALUMINIO POR 10 TABLETAS C/U.","Activo","11/10/2006",,"No","U","M01AC06","MELOXICAM","ORAL","A","MELOXICAM","mg","7,5","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"20100275","GAZU.","COMERCIALIZADORA RUECAM S.A.S. RUECAM S.A.S.","INVIMA 2023M-0017383-R1","2016 Oct 19 12:00:00 AM","2021 Nov 09 12:00:00 AM","En tramite renov","20100275","9","120","CAJA POR 120 TABLETAS ENSIN DATOBLISTER TRIFLEX II (PP/ALU/PVC/PVDC)/ALUMINIO","Activo","12/13/2019",,"No","U","A02BC02","PANTOPRAZOL","ORAL","A","PANTOPRAZOL 266.66 MG DE PANTOPRAZOL PELLETS 15% EQUIVALENTE APANTOPRAZOL BSE","mg","40","CAPSULA","CAPSULA DURA","SPANSULES FORMULATIONS","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER","1P1040661000103"
"19955577","GLUCONITRIN D","BIOQUIFAR PHARMACEUTICA S.A.","INVIMA 2021M-0004867-R2","2005 Oct 14 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","19955577","3","60","CAJA POR 15 SOBRES POR 4 G. CADA UNO EN SACHET DE ALU/ALU TIPO POUCH EN CAJA PLEGADIZA DE CARTULINA.","Activo","03/20/2007",,"No","g","M01AX05","GLUCOSAMINA","ORAL","D","GLUCOSAMINA SULFATO","g","37,5","100 G.","POLVO PARA RECONSTITUIR A SOLUCION ORAL","GONHER FARMACEUTICA LTDA.","FABRICANTE","FABRICAR Y VENDER",
"27407","LASIX® 40 MG TABLETAS","SANOFI-AVENTIS DE COLOMBIA S.A.","INVIMA 2021M-00181-R4","1995 Oct 03 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","27407","2","12","CAJA POR 12 TABLETAS EN BLISTER PVC VERDE/ALUMINIO.","Activo","11/10/2006",,"No","U","C03CA01","FUROSEMIDA","ORAL","A","FUROSEMIDA","mg","40","TABLETA","TABLETA","SANOFI-AVENTIS DE COLOMBIA S.A.","IMPORTADOR","IMPORTAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","1","10","CAJA POR 10SIN DATOCAPSULAS EN 1 BLISTER PVC / ALUMINIO.","Activo","09/23/2009","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","ACETAMINOFEN","mg","500","CAPSULA","CAPSULA DURA","FABRIFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"19944485","GLIBENCLAMIDA5 MG TABLETAS","PENTACOOP S.A.","INVIMA 2020M-0003691-R2","2004 Aug 17 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","19944485","1","30","CAJA X 30 TABLETAS EN BLISTER PVC/ALUMINIO","Activo","11/10/2006",,"No","U","A10BB01","GLIBENCLAMIDA","ORAL","A","GLIBENCLAMIDA","mg","5","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19961383","OXACILINA 1 G","COLMED LTDA","INVIMA 2021M-0005027-R2","2005 Nov 16 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19961383","6","100","CAJA POR 100 FRASCOS DE VIDRIO TIPO I TRANSPARENTE CON TAPON DE BROMOBUTILO DE COLOR GRIS Y AGRAFE DE ALUMINIO","Activo","02/01/2016","10/01/2021","No","U","J01CF04","OXACILINA","INTRAMUSCULAR","A","OXACILINA SODICA BUFERIZADA EQUIVALENTE A OXACILINA BASE","g","1","VIAL","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE","VITROFARMA S.A. (PLANTA 1)","FABRICANTE","FABRICAR Y VENDER",
"20007872","BAXUL® F TABLETAS","BIOQUIMICO PHARMAS.A.","INVIMA 2020M-0010586-R1","2010 Mar 19 12:00:00 AM","2020 Oct 01 12:00:00 AM","En tramite renov","20007872","1","10","CAJA POR 10 TABLETAS EN 1 BLISTERSIN DATOPVC AMBAR / ALUMINIO.","Activo","07/29/2009",,"No","U","J01EE01","SULFAMETOXAZOL Y TRIMETOPRIM","ORAL","A","SULFAMETOXAZOL","mg","800","TABLETA","TABLETA","COASPHARMA S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"19904844","DOLOFEN SLEEP","PROCAPS S.A.","INVIMA 2021M-13901-R3","1999 Nov 22 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19904844","5","10","BLISTER DE PVC/ALUMINIO POR 10 TABLETAS. EN CAJA POR 10 TABLETAS","Inactivo","11/10/2006","06/23/2010","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","DIFENHIDRAMINA CLORHIDRATO","mg","25","TABLETA","TABLETA","PROCAPS S.A.","FABRICANTE","FABRICAR Y VENDER",
"19917302","FLAGYL® 500 MG TABLETAS RECUBIERTAS.","LABORATORIOS BUSSIE S.A","INVIMA 2021M-0000146-R3","2001 May 10 12:00:00 AM","2021 Oct 01 12:00:00 AM","En tramite renov","19917302","4","20","CAJA POR 20 TABLETAS RECUBIERTASSIN DATOEN BLISTER PVC/ALU.","Activo","11/10/2006",,"No","U","P01AB01","METRONIDAZOL","ORAL","A","METRONIDAZOL","mg","500","TABLETA","TABLETA RECUBIERTA","LABORATORIOS BUSSIE S.A","IMPORTADOR","IMPORTAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","6","1","PRESENTACION COMERCIAL: BLISTER POR 1 CÁPSULA EN (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","FENILEFRINA CLORHIDRATO","mg","10","CAPSULA","CAPSULA DURA","TRIDEX FARMACEUTICA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20072221","FLEXIMAX® NAP TABLETA RECUBIERTA","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","INVIMA 2019M-0015541-R1","2014 Dec 12 12:00:00 AM","3000 Jan 01 12:00:00 AM","En tramite renov","20072221","3","14","CAJA X 14 TABLETAS RECUBIERTAS. EN BLÍSTER ALUMINIO/ALUMINIO X 7 TABLETAS RECUBIERTAS CADA UNO.","Activo","11/21/2014",,"No","U","M03BX51","COMBINACIONES TIOCOLCHICOSIDO","ORAL","A","NAPROXENO SÓDICO EQUIVALENTE A NAPROXENO","mg","250","TABLETA RECUBIERTA","TABLETA CUBIERTA CON PELICULA","LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"32392","HIDROXIDO DE ALUMINIO – GEL CARBONATO DE MAGNESIO. HIDRÓXIDO DE MAGNESIO. SIMETICONA","MOMENTA FARMACEUTICA S.A.S.","INVIMA 2009 M-001608-R3","1999 Mar 02 12:00:00 AM","2019 Mar 03 12:00:00 AM","En tramite renov","32392","6","50","DISPLAYSIN DATOPOR 5 CAJA PLEGADIZAS EN CARTULINA BLANCA IMPRESA CON UN (1) BLISTER DE 10 TABLETAS CADA UNO EN P.V.C. TRANSPARENTE BLANCO. FOIL DE ALUMINIO.","Activo","01/22/2013","02/27/2024","No","U","A02AF02","COMBINACIONES DE SALES Y ANTIFLATULENTOS","ORAL","A","HIDROXIDO DE ALUMINIO - GEL CARBONATO DE MAGNESIO","mg","282","TABLETA MASTICABLE","TABLETA MASTICABLE","EUROFARMA COLOMBIA S.A.S","FABRICANTE","FABRICAR Y VENDER",
"55669","LANSOPEP® CAPSULAS","PROCAPS S.A.","INVIMA 2021M-000336-R3","1995 May 08 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","55669","21","14","CAJA X 14 CÁPSULAS EN BLISTER ALUMINIO / PVC EN SOBRE PAPEL POUCH","Activo","07/13/2018","04/01/2021","No","U","A02BC03","LANSOPRAZOL","ORAL","A","LANSOPRAZOL","mg","30","CADA CAPSULA","CAPSULA DURA","PROCAPS S.A.","FABRICANTE","IMPORTAR. SEMIELABORAR Y VENDER",
"20009806","GRIPOFEN CAPSULAS","LABORATORIOS SERES S.A.S.","INVIMA 2020M-0010823-R1","2010 May 25 12:00:00 AM","2025 Dec 28 12:00:00 AM","En tramite renov","20009806","10","100","PRESENTACION COMERCIAL: PLEGADIZA POR 100 CÁPSULAS (20 BLISTER POR 5 CÁPSULAS CADA UNO) MATERIAL DE ENVASE (BLISTER PVC / ALUMINIO).","Activo","09/09/2013","06/03/2020","No","U","N02BE51","PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS","ORAL","A","CAFEINA ANHIDRA","mg","30","CAPSULA","CAPSULA DURA","FABRIFARMA S.A.","FABRICANTE","FABRICAR Y VENDER",
"20090034","NAPROXENO 250 MG","LABORATORIOS BEST S.A.","INVIMA 2021M-0016595-R1","2015 Nov 19 12:00:00 AM","2021 Apr 01 12:00:00 AM","En tramite renov","20090034","9","1000","PRESENTACIÓN INSTITUCIONAL: CAJA X 1000 TABLETAS RECUBIERTAS EN 100 BLISTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS CADA UNO","Inactivo","07/03/2015",,"No","U","M01AE02","NAPROXENO","ORAL","A","NAPROXENO","mg","250","TABLETA","TABLETA RECUBIERTA","BLISTECO S.A.S.","FABRICANTE","FABRICAR Y VENDER",
"20104517","OXIGENO MEDICINAL.","OXIGENOS DEL LLANO S.A.S.","INVIMA 2021M-0017107-R1","2016 Jun 20 12:00:00 AM","2026 Sep 09 12:00:00 AM","En tramite renov","20104517","1","1","OXIGENO LIQUIDO MEDICINAL: OXIGENO LIQUIDO EN TERMO DESDE 1M3 HASTA 2000M3.","Activo","06/16/2016",,"No","U","V03AN01","OXIGENO","INHALACION","D","OXIGENOV/V","%","99","CILINDRO","GAS","OXISALUD S.A.S.","FABRICANTE","FABRICAR Y VENDER",
